GROUP_KEY,CATEGORY,BRAND,DISPLAY_NAME,IMAGE_COUNT,PRIMARY_IMAGE,CONFIDENCE,NEEDS_REVIEW
NO-CAT::Xiaomi::xiaomi-redmi-14c-b-medium,,Xiaomi,Xiaomi Redmi 14C b medium,9,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Xiaomi%20Smartphones%20-%20Price%20in%20Kenya%20(2)/Xiaomi-Redmi-14C-b-medium%20(1).webp?updatedAt=1786471240148,LOW,YES
NO-CAT::Samsung::galaxys23ultrab-medium,,Samsung,galaxys23ultrab medium,9,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(1)/galaxys23ultrab-medium%20(1).webp?updatedAt=1786488987070,LOW,YES
C01::Samsung::samsung-galaxy-a27-c-medium,Smartphones,Samsung,Samsung Galaxy A27 c medium,9,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(1)/Samsung-Galaxy-A27-c-medium%20(1).webp?updatedAt=1786488997500,MEDIUM,NO
C01::Samsung::samsung-galaxy-a37-a-medium,Smartphones,Samsung,Samsung Galaxy A37 a medium,9,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(1)/Samsung-Galaxy-A37-a-medium%20(1).webp?updatedAt=1786489025965,MEDIUM,NO
C01::Samsung::samsung-galaxy-a37-medium,Smartphones,Samsung,Samsung Galaxy A37 medium,9,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(1)/Samsung-Galaxy-A37-medium%20(1).webp?updatedAt=1786489029246,MEDIUM,NO
NO-CAT::Samsung::galaxys21ultrac-medium,,Samsung,galaxys21ultrac medium,9,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(3)/galaxys21ultrac-medium%20(1).webp?updatedAt=1786488857943,LOW,YES
NO-CAT::Samsung::galaxya54d-medium,,Samsung,galaxya54d medium,9,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(4)/galaxya54d-medium%20(1).webp?updatedAt=1786488765408,LOW,YES
C01::Samsung::samsung-galaxy-a36-c-medium,Smartphones,Samsung,Samsung Galaxy A36 c medium,9,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(4)/Samsung-Galaxy-A36-c-medium%20(1).webp?updatedAt=1786488781900,MEDIUM,NO
NO-CAT::Samsung::galaxya34a-medium,,Samsung,galaxya34a medium,9,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(6)/galaxya34a-medium%20(1).webp?updatedAt=1786488609572,LOW,YES
NO-CAT::Samsung::samsunggalaxya23n-medium,,Samsung,samsunggalaxya23n medium,9,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(7)/samsunggalaxya23n-medium%20(1).webp?updatedAt=1786488601513,LOW,YES
C01::NO-BRAND::iphone,Smartphones,,iPhone,8,https://ik.imagekit.io/0iaahkrcv/gadgets/iPhone%20(1).png?updatedAt=1786555410224,MEDIUM,YES
NO-CAT::Xiaomi::redmi-a7-pro-mobile,,Xiaomi,redmi a7 pro mobile,8,https://ik.imagekit.io/0iaahkrcv/gadgets/redmi-a7-pro-mobile%20(1).png?updatedAt=1786555410659,LOW,YES
C01::Samsung::samsung-galaxy-z-fold-7-d-medium,Smartphones,Samsung,Samsung Galaxy Z Fold 7 d medium,7,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(3)/Samsung-Galaxy-Z-Fold-7-d-medium%20(1).webp?updatedAt=1786488896616,MEDIUM,NO
NO-CAT::Samsung::galaxynote20b-medium,,Samsung,galaxynote20b medium,7,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(4)/galaxynote20b-medium%20(1).webp?updatedAt=1786488765449,LOW,YES
C01::Samsung::samsung-galaxy-s26-b-medium,Smartphones,Samsung,Samsung Galaxy S26 b medium,7,https://ik.imagekit.io/0iaahkrcv/ecommerce/samsung/All%20Samsung%20Smartphones%20-%20Price%20in%20Kenya%20(5)/Samsung-Galaxy-S26-b-medium.webp?updatedAt=1786488764754,MEDIUM,NO
C08::Anker Soundcore::anker-soundcore-liberty-4-pro-medium,Audio,Anker Soundcore,Anker Soundcore Liberty 4 Pro medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Anker-Soundcore-Liberty-4-Pro-medium%20(1).webp?updatedAt=1786554837675,HIGH,NO
C08::Anker Soundcore::anker-soundcore-v20i-medium,Audio,Anker Soundcore,Anker Soundcore V20i medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Anker-Soundcore-V20i-medium%20(1).webp?updatedAt=1786554838269,HIGH,NO
C08::NO-BRAND::beatsfitproc-medium,Audio,,BeatsFitProc medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/BeatsFitProc-medium%20(1).webp?updatedAt=1786554838215,HIGH,YES
C08::JBL::jbl-tune-beam-2-f-medium,Audio,JBL,JBL Tune Beam 2 f medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/JBL-Tune-Beam-2-f-medium%20(1).webp?updatedAt=1786554847155,HIGH,NO
C08::JBL::jbl-wave-beam-2-s-medium,Audio,JBL,JBL Wave Beam 2 s medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/JBL-Wave-Beam-2-s-medium%20(1).webp?updatedAt=1786554847198,HIGH,NO
C08::OnePlus::oneplus-buds-pro-3-medium,Audio,OnePlus,Oneplus Buds Pro 3 medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Oneplus-Buds-Pro-3-medium%20(1).webp?updatedAt=1786554847767,LOW,YES
C08::Oraimo::oraimo-openarc-medium,Audio,Oraimo,Oraimo OpenArc medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Oraimo-OpenArc-medium%20(1).webp?updatedAt=1786554847886,HIGH,NO
C08::Oraimo::oraimo-opensnap-a-medium,Audio,Oraimo,Oraimo OpenSnap a medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Oraimo-OpenSnap-a-medium%20(1).webp?updatedAt=1786554848379,HIGH,NO
C08::Oraimo::oraimo-spacebuds-2-medium,Audio,Oraimo,Oraimo SpaceBuds 2 medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Oraimo-SpaceBuds-2-medium%20(1).webp?updatedAt=1786554854033,HIGH,NO
C08::Oraimo::oraimo-spacebuds-air-2b-medium,Audio,Oraimo,Oraimo SpaceBuds Air 2B medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Oraimo-SpaceBuds-Air_2B-medium%20(1).webp?updatedAt=1786554855275,HIGH,NO
C08::Oraimo::oraimo-spacebuds-air-a-medium,Audio,Oraimo,Oraimo SpaceBuds Air a medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Oraimo-SpaceBuds-Air-a-medium%20(1).webp?updatedAt=1786554855232,HIGH,NO
C08::Oraimo::oraimo-spacebuds-lite-medium,Audio,Oraimo,Oraimo SpaceBuds Lite medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Oraimo-SpaceBuds-Lite-medium%20(1).webp?updatedAt=1786554855259,HIGH,NO
C08::Oraimo::oraimo-spacebuds-medium,Audio,Oraimo,Oraimo SpaceBuds medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Oraimo-SpaceBuds-medium%20(1).webp?updatedAt=1786554855592,HIGH,NO
C08::Oraimo::oraimo-spacebuds-z-medium,Audio,Oraimo,Oraimo SpaceBuds Z medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Oraimo-SpaceBuds-Z-medium%20(1).webp?updatedAt=1786554855816,HIGH,NO
C08::NO-BRAND::powerbeats-fit-c-medium,Audio,,Powerbeats Fit c medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Powerbeats-Fit-c-medium%20(1).webp?updatedAt=1786554855734,HIGH,YES
C08::NO-BRAND::powerbeats-pro-2-e-medium,Audio,,Powerbeats Pro 2 e medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Powerbeats-Pro-2-e-medium%20(1).webp?updatedAt=1786554855934,HIGH,YES
C08::NO-BRAND::powerbeats-pro-medium,Audio,,Powerbeats Pro medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Powerbeats-Pro-medium%20(1).webp?updatedAt=1786554855763,HIGH,YES
C08::Sony::sony-wf-1000xm5-c-medium,Audio,Sony,Sony WF 1000XM5 c medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds/Sony-WF-1000XM5-c-medium%20(1).webp?updatedAt=1786554856483,HIGH,NO
C08::Anker Soundcore::anker-soundcore-liberty-5-pro-a-medium,Audio,Anker Soundcore,Anker Soundcore Liberty 5 Pro a medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/Anker-Soundcore-Liberty-5-Pro-a-medium%20(1).webp?updatedAt=1786555100210,HIGH,NO
C08::Anker Soundcore::anker-soundcore-liberty-5-pro-max-medium,Audio,Anker Soundcore,Anker Soundcore Liberty 5 Pro Max medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/Anker-Soundcore-Liberty-5-Pro-Max-medium%20(1).webp?updatedAt=1786555100607,HIGH,NO
C08::Anker Soundcore::anker-soundcore-space-a40-medium,Audio,Anker Soundcore,Anker Soundcore Space A40 medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/Anker-Soundcore-Space-A40-medium%20(1).webp?updatedAt=1786555100743,HIGH,NO
C08::Apple::apple-airpods-2-bk5t8ltfq7-medium,Audio,Apple,apple airpods 2 BK5t8LTfq7 medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/apple-airpods-2-BK5t8LTfq7-medium%20(1).webp?updatedAt=1786555100773,HIGH,NO
C08::JBL::jbl-endurance-race-2-medium,Audio,JBL,JBL Endurance Race 2 medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/JBL-Endurance-Race-2-medium%20(1).webp?updatedAt=1786555101433,HIGH,NO
C08::JBL::jbl-live-buds-3-a-medium,Audio,JBL,JBL Live Buds 3 a medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/JBL-Live-Buds-3-a-medium%20(1).webp?updatedAt=1786555101583,HIGH,NO
C08::JBL::jbl-live-pro-2-medium,Audio,JBL,JBL Live Pro 2 medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/JBL-Live-Pro-2-medium%20(1).webp?updatedAt=1786555102157,HIGH,NO
C08::JBL::jbl-tune-flex-2-c-medium,Audio,JBL,JBL Tune Flex 2 c medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/JBL-Tune-Flex-2-c-medium%20(1).webp?updatedAt=1786555102181,HIGH,NO
C08::Nothing::nothing-cmf-buds-2a-medium,Audio,Nothing,Nothing CMF Buds 2a medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/Nothing-CMF-Buds-2a-medium%20(1).webp?updatedAt=1786555104286,HIGH,NO
C08::OnePlus::oneplus-buds-3-b-medium,Audio,OnePlus,OnePlus Buds 3 b medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/OnePlus-Buds-3-b-medium%20(1).webp?updatedAt=1786555108985,LOW,YES
C08::OnePlus::oneplus-buds-4d-medium,Audio,OnePlus,oneplus buds 4d medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/oneplus-buds-4d-medium%20(1).webp?updatedAt=1786555109285,LOW,YES
C08::OnePlus::oneplus-buds-pro-2-e-medium,Audio,OnePlus,Oneplus Buds Pro 2 e medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/Oneplus-Buds-Pro-2-e-medium%20(1).webp?updatedAt=1786555109416,LOW,YES
C08::OnePlus::oneplus-nord-buds-3-pro-medium,Audio,OnePlus,Oneplus Nord Buds 3 Pro medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/Oneplus-Nord-Buds-3-Pro-medium%20(1).webp?updatedAt=1786555110389,LOW,YES
C08::OnePlus::oneplusnordbudsced-medium,Audio,OnePlus,oneplusnordbudsced medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/oneplusnordbudsced-medium%20(1).webp?updatedAt=1786555110402,LOW,YES
C08::Samsung::samsung-galaxy-buds-2-mqhutvztuu-medium,Audio,Samsung,samsung galaxy buds 2 MqHutVZtUU medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/samsung-galaxy-buds-2-MqHutVZtUU-medium%20(1).webp?updatedAt=1786555110376,HIGH,NO
C08::Samsung::samsung-galaxy-buds-3-d-medium,Audio,Samsung,Samsung Galaxy Buds 3 d medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/Samsung-Galaxy-Buds-3-d-medium%20(1).webp?updatedAt=1786555110349,HIGH,NO
C08::Samsung::samsung-galaxy-buds-3-pro-e-medium,Audio,Samsung,Samsung Galaxy Buds 3 Pro e medium,6,https://ik.imagekit.io/0iaahkrcv/airbuds2/Samsung-Galaxy-Buds-3-Pro-e-medium%20(1).webp?updatedAt=1786555110446,HIGH,NO
C08::JBL::jbl-clip-4-tysygl7xza-medium,Audio,JBL,jbl clip 4 tYsyGL7XZa medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/jbl-clip-4-tYsyGL7XZa-medium%20(1).webp?updatedAt=1786521089994,MEDIUM,NO
C08::JBL::jbl-flip-5-7jlrmd0quk-medium,Audio,JBL,jbl flip 5 7jlRMd0QUk medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/jbl-flip-5-7jlRMd0QUk-medium%20(1).webp?updatedAt=1786521089530,MEDIUM,NO
C08::JBL::jbl-flip-7-e-medium,Audio,JBL,JBL Flip 7 e medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/JBL-Flip-7-e-medium%20(1).webp?updatedAt=1786521089725,MEDIUM,NO
C08::JBL::jbl-go-3-ausfkjp8pj-medium,Audio,JBL,jbl go 3 ausfKjP8pj medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/jbl-go-3-ausfKjP8pj-medium%20(1).webp?updatedAt=1786521090017,MEDIUM,NO
C08::JBL::jbl-partybox-1000-zamixyj1dc-medium,Audio,JBL,jbl partybox 1000 ZaMixYJ1Dc medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/jbl-partybox-1000-ZaMixYJ1Dc-medium%20(1).webp?updatedAt=1786521090480,MEDIUM,NO
C08::JBL::jbl-partybox-310-pqykcyafdw-medium,Audio,JBL,jbl partybox 310 pQYkcyAFdW medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/jbl-partybox-310-pQYkcyAFdW-medium%20(1).webp?updatedAt=1786521090607,MEDIUM,NO
C08::JBL::jbl-pulse-4-nrqnclp72n-medium,Audio,JBL,jbl pulse 4 nrQnclp72N medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/jbl-pulse-4-nrQnclp72N-medium%20(1).webp?updatedAt=1786521090976,MEDIUM,NO
C08::JBL::jblcharge5k-medium,Audio,JBL,jblcharge5k medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/jblcharge5k-medium%20(1).webp?updatedAt=1786521096039,MEDIUM,NO
C08::JBL::jblpartybox110a-medium,Audio,JBL,JBLPartybox110a medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/JBLPartybox110a-medium%20(1).webp?updatedAt=1786521100851,MEDIUM,NO
C08::JBL::jblpartybox710g-medium,Audio,JBL,JBLPartybox710g medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/JBLPartybox710g-medium%20(1).webp?updatedAt=1786521120433,MEDIUM,NO
C08::JBL::jblpartyboxencoreessentiald-medium,Audio,JBL,JBLPartyBoxEncoreEssentiald medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/JBLPartyBoxEncoreEssentiald-medium%20(1).webp?updatedAt=1786521119992,MEDIUM,NO
C08::JBL::jblpartyboxon-the-goa-medium,Audio,JBL,JBLPartyBoxOn The Goa medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/JBLPartyBoxOn-The-Goa-medium%20(1).webp?updatedAt=1786521120133,MEDIUM,NO
C08::Skullcandy::skullcandy-original,Audio,Skullcandy,skullcandy original,6,https://ik.imagekit.io/0iaahkrcv/Bts/skullcandy-original%20(1).webp?updatedAt=1786521122268,MEDIUM,NO
C08::Sony::sony-srs-xb23-tjxcvlo7xs-medium,Audio,Sony,sony srs xb23 TjxcVLO7XS medium,6,https://ik.imagekit.io/0iaahkrcv/Bts/sony-srs-xb23-TjxcVLO7XS-medium%20(1).webp?updatedAt=1786521122875,MEDIUM,NO
C01::Apple::apple-iphone-17-c-medium,Smartphones,Apple,Apple Iphone 17 c medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20iOS%20Smartphones%20-%20Price%20in%20Kenya/Apple-Iphone-17-c-medium%20(1).webp?updatedAt=1786489224256,MEDIUM,NO
NO-CAT::NO-BRAND::iphone13prod-medium,,,iphone13prod medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20iOS%20Smartphones%20-%20Price%20in%20Kenya/iphone13prod-medium%20(1).webp?updatedAt=1786489269759,LOW,YES
C01::Tecno::tecno-camon-30s-medium,Smartphones,Tecno,Tecno Camon 30S medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Camon-30S-medium%20(1).webp?updatedAt=1786472832547,HIGH,NO
C01::Tecno::tecno-camon-40-premier-a-medium,Smartphones,Tecno,Tecno Camon 40 Premier a medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Camon-40-Premier-a-medium%20(1).webp?updatedAt=1786472834385,HIGH,NO
C01::Tecno::tecno-camon-40-proa-medium,Smartphones,Tecno,Tecno Camon 40 Proa medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Camon-40-Proa-medium%20(1).webp?updatedAt=1786472830452,HIGH,NO
C01::Tecno::tecno-camon-50-medium,Smartphones,Tecno,Tecno Camon 50 medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Camon-50-medium%20(1).webp?updatedAt=1786472833245,HIGH,NO
C01::Tecno::tecno-camon-50-pro-medium,Smartphones,Tecno,Tecno Camon 50 Pro medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Camon-50-Pro-medium%20(1).webp?updatedAt=1786472833906,HIGH,NO
C01::Tecno::tecno-camon-50-ultra-medium,Smartphones,Tecno,Tecno Camon 50 Ultra medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Camon-50-Ultra-medium%20(1).webp?updatedAt=1786472833110,HIGH,NO
C01::Tecno::tecno-camon-slim-c-medium,Smartphones,Tecno,Tecno Camon Slim c medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Camon-Slim-c-medium%20(1).webp?updatedAt=1786472830544,HIGH,NO
C01::Tecno::tecno-pop-10-c-medium,Smartphones,Tecno,tecno pop 10 c medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/tecno-pop-10-c-medium%20(1).webp?updatedAt=1786472833214,HIGH,NO
C01::Tecno::tecno-pop-10-pro-medium,Smartphones,Tecno,Tecno Pop 10 Pro medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Pop-10-Pro-medium%20(1).webp?updatedAt=1786472834273,HIGH,NO
C01::Tecno::tecno-pop-20-a-medium,Smartphones,Tecno,Tecno Pop 20 a medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Pop-20-a-medium%20(1).webp?updatedAt=1786472829384,HIGH,NO
C01::Tecno::tecno-pop-x-4g-a-medium,Smartphones,Tecno,Tecno Pop X 4G a medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Pop-X-4G-a-medium%20(1).webp?updatedAt=1786472829375,HIGH,NO
C01::Tecno::tecno-pop-x-5g-medium,Smartphones,Tecno,Tecno Pop X 5G medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Pop-X-5G-medium%20(1).webp?updatedAt=1786472831011,HIGH,NO
C01::Tecno::tecno-pova-8-a-medium,Smartphones,Tecno,Tecno Pova 8 a medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Pova-8-a-medium%20(1).webp?updatedAt=1786472830121,HIGH,NO
C01::Tecno::tecno-pova-curve-2-medium,Smartphones,Tecno,Tecno Pova Curve 2 medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Pova-Curve-2-medium%20(1).webp?updatedAt=1786472833176,HIGH,NO
C01::Tecno::tecno-pova-curve-a-medium,Smartphones,Tecno,Tecno Pova Curve a medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Pova-Curve-a-medium%20(1).webp?updatedAt=1786472832623,HIGH,NO
C01::Tecno::tecno-spark-30-a-medium,Smartphones,Tecno,Tecno Spark 30 a medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Spark-30-a-medium%20(1).webp?updatedAt=1786472834321,HIGH,NO
C01::Tecno::tecno-spark-30c-medium,Smartphones,Tecno,Tecno Spark 30C medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Spark-30C-medium%20(1).webp?updatedAt=1786472830837,HIGH,NO
C01::Tecno::tecno-spark-40-medium,Smartphones,Tecno,Tecno Spark 40 medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Spark-40-medium%20(1).webp?updatedAt=1786472833172,HIGH,NO
C01::Tecno::tecno-spark-40-pro-a-medium,Smartphones,Tecno,tecno spark 40 pro a medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/tecno-spark-40-pro-a-medium%20(1).webp?updatedAt=1786472830578,HIGH,NO
C01::Tecno::tecno-spark-40c-b-medium,Smartphones,Tecno,Tecno Spark 40C b medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Spark-40C-b-medium%20(1).webp?updatedAt=1786472830901,HIGH,NO
C01::Tecno::tecno-spark-50-4g-b-medium,Smartphones,Tecno,Tecno Spark 50 4G b medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Spark-50-4G-b-medium%20(1).webp?updatedAt=1786472834380,HIGH,NO
C01::Tecno::tecno-spark-50-medium,Smartphones,Tecno,Tecno Spark 50 medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Spark-50-medium%20(1).webp?updatedAt=1786472833945,HIGH,NO
C01::Tecno::tecno-spark-50-pro-medium,Smartphones,Tecno,Tecno Spark 50 Pro medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Spark-50-Pro-medium%20(1).webp?updatedAt=1786472834518,HIGH,NO
C01::Tecno::tecno-spark-go-2025-b-medium,Smartphones,Tecno,Tecno Spark Go 2025 b medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Spark-Go-2025-b-medium%20(1).webp?updatedAt=1786472834605,HIGH,NO
C01::Tecno::tecno-spark-go-3-b-medium,Smartphones,Tecno,Tecno Spark Go 3 b medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Spark-Go-3-b-medium%20(1).webp?updatedAt=1786472834631,HIGH,NO
C01::Tecno::tecno-spark-slim-medium,Smartphones,Tecno,Tecno Spark Slim medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/Tecno-Spark-Slim-medium%20(1).webp?updatedAt=1786472834977,HIGH,NO
NO-CAT::NO-BRAND::tecnocamon21premierkenya-medium,,,tecnocamon21premierkenya medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/tecnocamon21premierkenya-medium%20(1).webp?updatedAt=1786472834891,LOW,YES
NO-CAT::NO-BRAND::tecnophantomvflip-medium,,,tecnophantomvflip medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/tecnophantomvflip-medium%20(1).webp?updatedAt=1786472835067,LOW,YES
NO-CAT::NO-BRAND::tecnopop7proa-medium,,,tecnopop7proa medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Tecno%20Smartphones%20-%20Price%20in%20Kenya/tecnopop7proa-medium%20(1).webp?updatedAt=1786472835307,LOW,YES
C01::POCO::poco-c71-c-medium,Smartphones,POCO,poco c71 c medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Xiaomi%20Smartphones%20-%20Price%20in%20Kenya%20(2)/poco-c71-c-medium%20(1).webp?updatedAt=1786471238482,HIGH,NO
C01::POCO::poco-m6-pro-4g-b-medium,Smartphones,POCO,Poco M6 Pro 4G b medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Xiaomi%20Smartphones%20-%20Price%20in%20Kenya%20(2)/Poco-M6-Pro-4G-b-medium%20(1).webp?updatedAt=1786471238183,HIGH,NO
NO-CAT::Xiaomi::redmi-a3x-c-medium,,Xiaomi,Redmi A3x c medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Xiaomi%20Smartphones%20-%20Price%20in%20Kenya%20(2)/Redmi-A3x-c-medium%20(1).webp?updatedAt=1786471239261,LOW,YES
NO-CAT::Xiaomi::xiaomi-poco-x6-pro-a-medium,,Xiaomi,Xiaomi Poco X6 Pro a medium,6,https://ik.imagekit.io/0iaahkrcv/ecommerce/All%20Xiaomi%20Smartphones%20-%20Price%20in%20Kenya%20(2)/Xiaomi-Poco-X6-Pro-a-medium%20(1).webp?updatedAt=1786471238998,LOW,YES
